predicate;formula;frequency;closest_solution;solution_distance
this/inv12;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone (ref0 & ((ref1 . (Course <: grades)) . Grade))));6;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone (ref0 . (ref1 . (Course <: grades)))));8
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Professor)|(((ref1 in ((Person <: enrolled) . ref0)) && (ref2 in ((Person <: teaches) . ref0))) => (ref1 !in Professor)));6;(all ref0:(one Professor)|(ref0 in Professor));18
this/inv12;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone (ref1 . (Course <: grades))));6;(all ref0:(one Course)|(lone (ref0 . (Course <: grades))));5
this/inv3;(all ref0:(one Course)|(some ref1:(one Professor)|((ref0 -> ref1) in (Person <: teaches))));6;(all ref0:(one Course)|(some ref1:(one Professor)|(ref0 in (ref1 . (Person <: teaches)))));6
this/inv5;(all ref0:(one Project)|(some ref1:(one Person)|((ref0 in (ref1 . (Person <: projects))) && (ref1 !in Professor) && (ref1 in Student))));6;((all ref0:(one Project)|(some ref1:(one Student)|(ref0 in (ref1 . (Person <: projects))))) && (((Person <: projects) . Project) in Student));11
this/inv12;(all ref0:(one Student)|(lone ref1:(one Grade)|(all ref2:(one Course)|((ref0 -> ref1) in (ref2 . (Course <: grades))))));6;(all ref0:(one Person),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one Grade)|((ref0 -> ref2) in (ref1 . (Course <: grades)))));10
this/inv13;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|((some ((ordering/max[(Student . (ref1 . (Course <: grades)))]) & (ref0 . (ref1 . (Course <: grades))))) => (some ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects))))));6;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|((some ((ordering/max[Grade]) & (ref0 . (ref1 . (Course <: grades))))) => (some ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects))))));4
this/inv1;(all ref0:(one Course),ref1:(one Professor)|(ref0 !in (ref1 . (Person <: enrolled))));6;(all ref0:(one Course),ref1:(one (Person - Student))|(ref0 !in (ref1 . (Person <: enrolled))));4
this/inv8;(all ref0:(one Professor)|(ref0 !in ((Person <: teaches) . ref0)));6;(all ref0:(one Professor)|(ref0 !in ((Person <: teaches) . (ref0 . (Person <: enrolled)))));4
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref1 in (ref2 . (Person <: projects)))) => (ref1 !in (ref3 . (Person <: projects)))));6;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref0 != ref1) && (ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref1 in (ref2 . (Person <: projects))) && (ref2 != ref3)) => (ref1 !in (ref3 . (Person <: projects)))));14
this/inv7;(all ref0:(one Course),ref1:(one Student)|(one ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));6;(all ref0:(one Course),ref1:(one Person)|(lone ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));6
this/inv6;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|(((ref1 in (ref0 . (Course <: projects))) && (ref1 in (ref2 . (Person <: projects)))) => (ref2 in (ref0 . (Person <: enrolled)))));6;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|(((ref1 in (ref0 . (Course <: projects))) && (ref1 in (ref2 . (Person <: projects)))) => (ref2 in ((Person <: enrolled) . ref0))));8
this/inv5;(all ref0:(one Course),ref1:(one Person),ref2:(one Project)|(((ref1 -> ref2) in (Person <: projects)) => (((ref0 -> ref2) in (Course <: projects)) && ((ref1 -> ref0) in (Person <: enrolled)) && (ref1 in Student))));6;(all ref0:(one Project)|(some ref1:(one Student)|((all ref2:(one Person)|(((ref2 -> ref0) in (Person <: projects)) => (ref2 in Student))) && ((ref1 -> ref0) in (Person <: projects)))));21
this/inv1;(no ((Person <: enrolled) . Professor));6;(all ref0:(one (Person - Student))|(no (ref0 . (Person <: enrolled))));3
this/inv6;(all ref0:(one Student)|(((ref0 . (Person <: enrolled)) . (Course <: projects)) = (ref0 . (Person <: projects))));6;(all ref0:(one Student)|(((ref0 . (Person <: projects)) . (~ (Course <: projects))) in (ref0 . (Person <: enrolled))));9
this/inv6;(all ref0:(one Course),ref1:(one Person),ref2:(one Project)|(((ref1 -> ref2) in (Person <: projects)) => (((ref0 -> ref2) in (Course <: projects)) && ((ref1 -> ref0) in (Person <: enrolled)))));6;(all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (some ref2:(one Course)|(((ref0 -> ref2) in (Person <: enrolled)) && ((ref2 -> ref1) in (Course <: projects))))));14
this/inv14;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one (Project - ref2))|((((ref0 -> ref2) in (Person <: projects)) && ((ref0 -> ref3) in (Person <: projects)) && (ref0 in Student) && ((ref1 -> ref2) in (Person <: projects)) && (ref1 in Student)) => ((ref1 -> ref3) !in (Person <: projects))));6;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((((ref0 -> ref2) in (Person <: projects)) && ((ref0 -> ref3) in (Person <: projects)) && ((ref1 -> ref2) in (Person <: projects)) && ((ref1 -> ref3) in (Person <: projects))) => (ref0 = ref1)) || (ref2 = ref3)));25
this/inv12;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ((ref1 . (Course <: grades)) . ref0)));6;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ((~ (ref1 . (Course <: grades))) . ref0)));5
this/inv9;(no ((Professor . (Person <: enrolled)) & (Professor . (Person <: teaches))));6;(no (((Person <: teaches) . (~ (Person <: enrolled))) & ((Person <: teaches) . (~ (Person <: teaches)))));6
this/inv4;(all ref0:(one Project)|(lone ((Course <: projects) . ref0)));6;(all ref0:(one Project)|(one ((Course <: projects) . ref0)));4
this/inv9;(! (some ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((ref1 != ref2) && ((ref1 -> ref0) in (Person <: teaches)) && ((ref2 -> ref0) in (Person <: enrolled)))));6;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0)),ref2:(one ((Person <: teaches) . ref0))|((ref1 != ref2) => (all ref3:(one Course)|(((ref1 -> ref3) in (Person <: teaches)) => ((ref2 -> ref3) !in (Person <: enrolled))))));17
this/inv7;(all ref0:(one Project),ref1:(one Project),ref2:(one Student)|(((ref0 in (ref2 . (Person <: projects))) && (ref1 in (ref2 . (Person <: projects)))) => (ref0 = ref1)));6;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|(((ref0 -> ref2) in (Course <: projects)) && ((ref1 -> ref2) in (Person <: projects)))));16
this/inv14;(! (some ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|((ref2 != ref3) && ((ref2 -> ref0) in (Person <: projects)) && ((ref2 -> ref1) in (Person <: projects)) && ((ref3 -> ref0) in (Person <: projects)) && ((ref3 -> ref1) in (Person <: projects)))));6;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref2 != ref3) && ((ref2 -> ref0) in (Person <: projects)) && ((ref2 -> ref1) in (Person <: projects)) && ((ref3 -> ref0) in (Person <: projects)) && ((ref3 -> ref1) in (Person <: projects))) => (ref0 = ref1)));13
this/inv3;(some (((Person <: teaches) . Course) & Professor));6;(all ref0:(one Course)|(some (((Person <: teaches) . ref0) & Professor)));3
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Professor)|(((ref1 != ref2) && ((ref1 -> ref0) in (Person <: enrolled)) && ((ref2 -> ref0) in (Person <: teaches))) => (ref1 !in Professor)));6;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref1 != ref2) && ((ref1 -> ref0) in (Person <: teaches)) && ((ref2 -> ref0) in (Person <: teaches))) => (all ref3:(one Course)|((ref3 in (ref1 . (Person <: teaches))) => (ref3 !in (ref2 . (Person <: enrolled)))))));21
this/inv1;(no (((Person <: enrolled) . Course) & Professor));6;(no (((Person <: enrolled) . Course) - Student));4
this/inv5;(((Person <: projects) . Project) in Student);6;((Person <: projects) in (Student some-> Project));4
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((! disj[ref1,ref2]) || (((ref1 -> ref0) in (Person <: teaches)) => ((ref2 -> ref0) !in (Person <: enrolled)))));6;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0)),ref2:(one ((Person <: teaches) . ref0))|((ref1 != ref2) => (all ref3:(one Course)|(((ref1 -> ref3) in (Person <: teaches)) => ((ref2 -> ref3) !in (Person <: enrolled))))));16
this/inv9;(all ref0:(one Course),ref1:(one Professor)|((some (ref0 & (ref1 . (Person <: teaches)))) => (no (ref0 & (ref1 . (Person <: enrolled))))));6;(all ref0:(one Professor),ref1:(one (Person - ref0))|((some ((ref0 . (Person <: teaches)) & (ref1 . (Person <: teaches)))) => (no ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled))))));8
this/inv1;(all ref0:(one Professor)|((# (ref0 . (Person <: enrolled))) = 0));5;(all ref0:(one (Person - Student))|((# (ref0 . (Person <: enrolled))) = 0));2
this/inv5;(all ref0:(one Project)|(some ref1:(one (Person - Professor))|(ref0 in (ref1 . (Person <: projects)))));5;((Person <: projects) in (Student some-> Project));8
this/inv7;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(one ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects)))));5;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects)))));6
this/inv7;(all ref0:(one Student)|(lone ref1:(one Project)|(ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects)))));5;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects)))));9
this/inv7;(all ref0:(one Student)|(lone ref1:(one Project)|(ref1 in (ref0 . (Person <: projects)))));5;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref1 . (Course <: projects)))|(ref2 in (ref0 . (Person <: projects)))));7
this/inv1;(all ref0:(one Course),ref1:(one Person)|((ref1 in Student) => (ref1 in (ref0 . (~ (Person <: enrolled))))));5;(all ref0:(one Course),ref1:(one Person)|((ref1 !in Student) => (ref1 !in (ref0 . (~ (Person <: enrolled))))));8
this/inv9;(all ref0:(one Professor),ref1:(one (Professor - ref0))|(some ref2:(one Course)|(((ref2 in (ref0 . (Person <: teaches))) && (ref2 in (ref1 . (Person <: teaches)))) => (no ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled)))))));5;(all ref0:(one Professor),ref1:(one (Person - ref0))|((some ((ref0 . (Person <: teaches)) & (ref1 . (Person <: teaches)))) => (no ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled))))));12
this/inv1;(all ref0:(one Course),ref1:(one (Person - Professor))|(ref0 in (ref1 . (Person <: enrolled))));5;(all ref0:(one Course),ref1:(one (Person - Student))|(ref0 !in (ref1 . (Person <: enrolled))));6
this/inv9;(all ref0:(one Professor),ref1:(one Professor)|((no ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled)))) && (ref0 != ref1)));5;(all ref0:(one Professor),ref1:(one ((Person <: teaches) . (ref0 . (Person <: teaches))))|(no ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled)))));8
this/inv9;(all ref0:(one Course),ref1:(one Professor)|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref1 . (Person <: enrolled)))));5;(all ref0:(one Professor)|(ref0 in Professor));13
this/inv3;(some ref0:(one Person)|(all ref1:(one Course)|((ref0 -> ref1) in (Person <: teaches))));5;(all ref0:(one Course)|(some ref1:(one Professor)|(ref0 in (ref1 . (Person <: teaches)))));6
this/inv3;(all ref0:(one Course)|(some (ref0 . (Person <: teaches))));5;(all ref0:(one Course)|(some (ref0 . (~ (Person <: teaches)))));3
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref1 != ref2) && (ref1 in ((Person <: teaches) . ref0))) => (ref2 !in ((Person <: enrolled) . ref0))));5;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0)),ref2:(one ((Person <: teaches) . ref0))|((ref1 != ref2) => (all ref3:(one Course)|(((ref1 -> ref3) in (Person <: teaches)) => ((ref2 -> ref3) !in (Person <: enrolled))))));17
this/inv6;(all ref0:(one Course),ref1:(one Student)|(((ref1 . (Person <: projects)) in (ref0 . (Course <: projects))) => (ref0 in (ref1 . (Person <: enrolled)))));5;(all ref0:(one Course),ref1:(one Student),ref2:(one (ref1 . (Person <: projects)))|((ref2 in (ref0 . (Course <: projects))) => (ref0 in (ref1 . (Person <: enrolled)))));9
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Person)|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref2 . (Person <: enrolled)))));5;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv1;(all ref0:(one (Person - Professor))|(no (ref0 . (Person <: enrolled))));5;(all ref0:(one (Person - Student))|(no (ref0 . (Person <: enrolled))));2
this/inv5;(all ref0:(one (Person - Student))|(no (ref0 . (Person <: projects))));5;((Person <: projects) in (Student some-> Project));8
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Professor)|(((ref0 in (ref1 . (Person <: enrolled))) && (ref0 in (ref2 . (Person <: teaches)))) => (ref1 in Student)));5;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref0 in (ref1 . (Person <: teaches))) && (ref0 in (ref2 . (Person <: teaches)))) => (ref1 !in ((Person <: enrolled) . (ref2 . (Person <: teaches))))));16
this/inv10;(all ref0:(one Course),ref1:(one Person)|(((ref1 -> Grade) in (ref0 . (Course <: grades))) => (ref1 in Student)));5;(all ref0:(one Course),ref1:(one Person)|((ref1 in ((ref0 . (Course <: grades)) . Grade)) => (ref1 in Student)));8
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|((((ref0 + ref1) in (ref2 . (Person <: projects))) && ((ref0 + ref1) in (ref3 . (Person <: projects)))) => (ref0 = ref1)));5;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|((((ref0 + ref1) in (ref2 . (Person <: projects))) && ((ref0 + ref1) in (ref3 . (Person <: projects))) && (ref2 != ref3)) => (ref0 = ref1)));11
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((ref0 !in (ref2 . (Person <: enrolled))) <=> (ref0 in (ref1 . (Person <: teaches)))));5;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv10;((Course . {ref0:(one Course),ref1:(one Person)|(some (ref0 . (Course <: grades)))}) in Student);5;(all ref0:(one Course)|(((ref0 . (Course <: grades)) . Grade) in Student));6
this/inv9;(all ref0:(one Professor),ref1:(one Professor)|((! disj[ref0,ref1]) || (no ((ref0 . (Person <: enrolled)) & (ref1 . (Person <: teaches))))));5;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0))|(no (((((Person <: teaches) . ref0) - ref1) . (Person <: enrolled)) & (ref1 . (Person <: teaches)))));13
this/inv13;(all ref0:(one Course)|(some (((ref0 . (Course <: grades)) . (ordering/last[])) . (Person <: projects))));5;(all ref0:(one Course)|(((ref0 . (Course <: grades)) . (ordering/last[])) in ((Person <: projects) . (ref0 . (Course <: projects)))));9
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((ref1 != ref2) => ((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref2 . (Person <: enrolled))))));5;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0)),ref2:(one ((Person <: teaches) . ref0))|((ref1 != ref2) => (all ref3:(one Course)|(((ref1 -> ref3) in (Person <: teaches)) => ((ref2 -> ref3) !in (Person <: enrolled))))));15
this/inv6;(all ref0:(one Student)|(some ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (some ref2:(one Course)|(((ref0 -> ref2) in (Person <: enrolled)) && ((ref2 -> ref1) in (Course <: projects)))))));5;(all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (some ref2:(one Course)|(((ref0 -> ref2) in (Person <: enrolled)) && ((ref2 -> ref1) in (Course <: projects))))));6
this/inv4;(one (Course . (Course <: projects)));5;(all ref0:(one Project)|(one ((Course <: projects) . ref0)));3
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Professor)|((((ref1 -> ref0) in (Person <: enrolled)) && ((ref2 -> ref0) in (Person <: teaches))) => (ref1 !in Professor)));5;(all ref0:(one Professor)|(ref0 in Professor));18
this/inv8;(all ref0:(one Person)|((ref0 in Professor) => (ref0 !in (ref0 . (Person <: teaches)))));5;(all ref0:(one Professor)|(ref0 in Professor));8
this/inv9;(all ref0:(one Course),ref1:(one Professor)|((ref0 in (ref1 . (Person <: teaches))) => (all ref2:(one (Person - Student))|(ref0 !in (ref2 . (Person <: enrolled))))));5;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv9;(all ref0:(one Professor),ref1:(one Professor)|((ref0 != ref1) => (no ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled))))));5;(all ref0:(one Professor),ref1:(one ((Person <: teaches) . (ref0 . (Person <: teaches))))|(no ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled)))));8
this/inv7;(all ref0:(one Student),ref1:(one ((ref0 . (Person <: enrolled)) . (Course <: projects)))|(1 > (# ((ref0 . (Person <: projects)) & ref1))));5;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(1 > (# ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects))))));6
this/inv12;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ((ref1 . (Course <: grades)) . Grade)));5;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone (ref0 . (ref1 . (Course <: grades)))));6
this/inv1;(all ref0:(one Person)|(((ref0 in Professor) => (no (ref0 . (Person <: enrolled)))) && ((ref0 in Student) => (some (ref0 . (Person <: enrolled))))));5;(all ref0:(one Person)|((! (no (ref0 . (Person <: enrolled)))) => (ref0 in Student)));14
this/inv9;(all ref0:(one Professor)|(((Person <: enrolled) . (ref0 . (Person <: teaches))) !in ((Person <: teaches) . (ref0 . (Person <: teaches)))));5;(all ref0:(one Professor)|(no (((Person <: enrolled) . (ref0 . (Person <: teaches))) & ((Person <: teaches) . (ref0 . (Person <: teaches))))));5
